pr_id,human_added_lines,human_removed_lines,human_changed_lines,agent_added_lines,agent_removed_lines,agent_changed_lines
2788029019,0.0,3.0,3.0,151.0,0.0,151.0
2788912798,31.0,29.0,60.0,146.0,12.0,158.0
2790033388,33.0,51.0,84.0,112.0,3.0,115.0
2790142805,46.0,46.0,92.0,752.0,104.0,856.0
2790317638,0.0,11.0,11.0,350.0,6.0,356.0
2791025700,10.0,42.0,52.0,200.0,170.0,370.0
2791971139,60.0,37.0,97.0,26.0,12.0,38.0
2792386162,1728.0,34.0,1762.0,260.0,0.0,260.0
2794323375,0.0,707.0,707.0,1629.0,413.0,2042.0
2794549110,34.0,19.0,53.0,31.0,13.0,44.0
2795084819,1043.0,473.0,1516.0,1344.0,564.0,1908.0
2795172513,2.0,6.0,8.0,1915.0,106.0,2021.0
2796002590,199.0,341.0,540.0,405.0,79.0,484.0
2796796712,82.0,38.0,120.0,196.0,0.0,196.0
2797157546,5.0,4.0,9.0,36.0,17.0,53.0
2798295763,1.0,1.0,2.0,10.0,10.0,20.0
2798748566,23.0,20.0,43.0,878.0,10.0,888.0
2799374100,16.0,11.0,27.0,305.0,39.0,344.0
2801019781,25.0,23.0,48.0,12.0,10.0,22.0
2812962777,1.0,435.0,436.0,85.0,129.0,214.0
2814132697,144.0,78.0,222.0,123.0,12.0,135.0
2816265555,128.0,72.0,200.0,134.0,9.0,143.0
2816497487,8.0,2.0,10.0,11.0,2.0,13.0
2816690510,8.0,24.0,32.0,331.0,129.0,460.0
2816855074,10.0,11.0,21.0,50.0,43.0,93.0
2816979353,88.0,39.0,127.0,12.0,2.0,14.0
2817069743,43.0,36.0,79.0,49.0,58.0,107.0
2818558986,1.0,1.0,2.0,41.0,3.0,44.0
2819900203,298.0,129.0,427.0,471.0,479.0,950.0
2821578095,342.0,226.0,568.0,454.0,77.0,531.0
2821659019,207.0,297.0,504.0,15.0,8.0,23.0
2821716083,38.0,78.0,116.0,1815.0,520.0,2335.0
2822921623,2108.0,179.0,2287.0,65.0,5.0,70.0
2824427819,123.0,69.0,192.0,346.0,66.0,412.0
2826117544,95.0,46.0,141.0,235.0,53.0,288.0
2828443532,59.0,221.0,280.0,17.0,2.0,19.0
2833599213,74.0,173.0,247.0,191.0,1.0,192.0
2833672153,490.0,416.0,906.0,2418.0,500.0,2918.0
2834352797,62.0,88.0,150.0,941.0,659.0,1600.0
2834670369,9.0,12.0,21.0,363.0,189.0,552.0
2836598978,92.0,71.0,163.0,73.0,8.0,81.0
2836653590,143.0,145.0,288.0,600.0,559.0,1159.0
2836672024,37.0,26.0,63.0,35.0,13.0,48.0
2836723533,1.0,1.0,2.0,5.0,4.0,9.0
2838943759,5.0,13.0,18.0,30.0,1458.0,1488.0
2839339063,396.0,106.0,502.0,229.0,28.0,257.0
2839674957,53.0,4.0,57.0,20.0,0.0,20.0
2840161375,28.0,11.0,39.0,22.0,1.0,23.0
2840501983,163.0,63.0,226.0,125.0,137.0,262.0
2841035709,3.0,2.0,5.0,163.0,7.0,170.0
2841314055,1.0,1.0,2.0,40.0,0.0,40.0
2843318713,3.0,3.0,6.0,35.0,35.0,70.0
2848656258,3.0,5.0,8.0,33.0,10.0,43.0
2854857552,13.0,32.0,45.0,32.0,8.0,40.0
2855360043,748.0,889.0,1637.0,235.0,6.0,241.0
2855375047,176.0,213.0,389.0,452.0,321.0,773.0
2857168507,3.0,3.0,6.0,9.0,1.0,10.0
2857171695,12.0,299.0,311.0,622.0,122.0,744.0
2857777582,1.0,3.0,4.0,251.0,160.0,411.0
2857942945,12.0,4.0,16.0,52.0,17.0,69.0
2861250143,11.0,7.0,18.0,10.0,2.0,12.0
2861606292,7.0,5.0,12.0,26.0,18.0,44.0
2861659768,6.0,21.0,27.0,40.0,23.0,63.0
2861751791,25.0,30.0,55.0,21.0,19.0,40.0
2861932217,1.0,1.0,2.0,5.0,5.0,10.0
2862032354,256.0,207.0,463.0,103.0,10.0,113.0
2863193910,11.0,18.0,29.0,56.0,31.0,87.0
2864468865,241.0,83.0,324.0,15.0,16.0,31.0
2864543554,3.0,3.0,6.0,4.0,4.0,8.0
2866973510,11.0,31.0,42.0,109.0,22.0,131.0
2867059564,9.0,6.0,15.0,16.0,4.0,20.0
2867702969,9.0,16.0,25.0,33.0,5.0,38.0
2868448806,38.0,98.0,136.0,116.0,3.0,119.0
2869820528,582.0,438.0,1020.0,106.0,17.0,123.0
2870344282,25589.0,13815.0,39404.0,327.0,9.0,336.0
2870515513,28.0,14.0,42.0,220.0,74.0,294.0
2870584468,44.0,42.0,86.0,203.0,63.0,266.0
2870636223,22.0,3.0,25.0,160.0,39.0,199.0
2870860967,16.0,7.0,23.0,65.0,18.0,83.0
2875791440,0.0,19.0,19.0,46.0,24.0,70.0
2879029392,4.0,3.0,7.0,1068.0,49.0,1117.0
2879968675,15.0,20.0,35.0,88.0,43.0,131.0
2881647051,4.0,1.0,5.0,20.0,9.0,29.0
2882366050,40.0,69.0,109.0,114.0,2.0,116.0
2883177962,40.0,102.0,142.0,75.0,17.0,92.0
2883187330,34.0,19.0,53.0,2452.0,499.0,2951.0
2884694604,1527.0,962.0,2489.0,398.0,252.0,650.0
2885384121,17.0,31.0,48.0,30.0,4.0,34.0
2886594739,86.0,13.0,99.0,72.0,23.0,95.0
2886653082,78.0,5.0,83.0,51.0,3.0,54.0
2886665013,78.0,5.0,83.0,50.0,2.0,52.0
2887008712,636.0,372.0,1008.0,1253.0,476.0,1729.0
2888657963,3.0,2.0,5.0,3.0,2.0,5.0
2888982802,13.0,12.0,25.0,12.0,8.0,20.0
2889141848,17.0,26.0,43.0,35.0,4.0,39.0
2889292561,1.0,0.0,1.0,72.0,27.0,99.0
2890051390,1.0,5.0,6.0,23.0,16.0,39.0
2890902785,212.0,152.0,364.0,339.0,25.0,364.0
2891886147,20.0,17.0,37.0,25.0,0.0,25.0
2892007195,70.0,6.0,76.0,173.0,114.0,287.0
2892485327,41.0,9.0,50.0,237.0,1410.0,1647.0
2892490441,109.0,73.0,182.0,137.0,2.0,139.0
2892501559,23.0,15.0,38.0,79.0,7.0,86.0
2892552345,207.0,60.0,267.0,1413.0,268.0,1681.0
2892580326,7.0,7.0,14.0,49.0,29.0,78.0
2894930869,893.0,350.0,1243.0,1220.0,159.0,1379.0
2894991782,1.0,1.0,2.0,39.0,17.0,56.0
2895262047,261.0,237.0,498.0,358.0,0.0,358.0
2895280174,32.0,8.0,40.0,63.0,12.0,75.0
2895280316,38.0,39.0,77.0,39.0,4.0,43.0
2895316084,59.0,48.0,107.0,324.0,224.0,548.0
2895342484,33.0,37.0,70.0,163.0,54.0,217.0
2895754600,566.0,445.0,1011.0,423.0,194.0,617.0
2895778082,35.0,57.0,92.0,75.0,29.0,104.0
2896051708,97.0,467.0,564.0,778.0,313.0,1091.0
2896059278,4228.0,86.0,4314.0,60.0,5.0,65.0
2896909918,38.0,39.0,77.0,369.0,146.0,515.0
2897765164,314.0,29.0,343.0,853.0,163.0,1016.0
2897770314,2.0,4.0,6.0,10.0,0.0,10.0
2898221484,2133.0,55.0,2188.0,66.0,3.0,69.0
2898408890,0.0,4.0,4.0,34.0,8.0,42.0
2898927585,0.0,40.0,40.0,44.0,2.0,46.0
2898933775,2.0,2.0,4.0,10.0,9.0,19.0
2898943616,1.0,1.0,2.0,42.0,1.0,43.0
2900197484,363.0,887.0,1250.0,446.0,199.0,645.0
2900522154,31.0,32.0,63.0,294.0,2.0,296.0
2901331792,2.0,22.0,24.0,23.0,1.0,24.0
2901541408,23.0,43.0,66.0,26.0,1.0,27.0
2901612191,22.0,10.0,32.0,546.0,1.0,547.0
2901619958,16.0,11.0,27.0,78.0,3.0,81.0
2901620466,140.0,51.0,191.0,1041.0,7.0,1048.0
2901653641,96.0,50.0,146.0,357.0,202.0,559.0
2901864730,67.0,204.0,271.0,336.0,0.0,336.0
2901878537,326.0,192.0,518.0,394.0,20.0,414.0
2902941522,2.0,2.0,4.0,24.0,16.0,40.0
2903936265,10.0,4.0,14.0,27.0,3.0,30.0
2904589458,2.0,11.0,13.0,25.0,0.0,25.0
2904873173,35.0,32.0,67.0,254.0,3.0,257.0
2905665785,683.0,400.0,1083.0,139.0,0.0,139.0
2905670458,100.0,19.0,119.0,252.0,29.0,281.0
2908717563,215.0,375.0,590.0,1040.0,203.0,1243.0
2908771855,27.0,30.0,57.0,338.0,91.0,429.0
2909061542,1324.0,733.0,2057.0,495.0,3.0,498.0
2909250747,89.0,51.0,140.0,41.0,0.0,41.0
2910104788,18.0,14.0,32.0,149.0,5.0,154.0
2911062935,3.0,2.0,5.0,26.0,4.0,30.0
2914109730,6.0,17.0,23.0,36.0,6.0,42.0
2914383409,2.0,504.0,506.0,105.0,3273.0,3378.0
2914441675,114.0,86.0,200.0,231.0,5.0,236.0
2914582204,563.0,164.0,727.0,176.0,18.0,194.0
2915185703,99.0,246.0,345.0,159.0,9.0,168.0
2915529501,177.0,191.0,368.0,569.0,0.0,569.0
2915784381,3.0,0.0,3.0,102.0,81.0,183.0
2916133951,61.0,1290.0,1351.0,3955.0,762.0,4717.0
2916249428,301.0,90.0,391.0,140.0,3.0,143.0
2918768296,13.0,8.0,21.0,542.0,601.0,1143.0
2918883142,321.0,298.0,619.0,641.0,133.0,774.0
2921025032,22.0,12.0,34.0,115.0,54.0,169.0
2922222268,28.0,18.0,46.0,14.0,22.0,36.0
2922692804,8.0,8.0,16.0,216.0,15.0,231.0
2923092745,2269.0,734.0,3003.0,627.0,45.0,672.0
2925922567,18.0,11.0,29.0,94.0,97.0,191.0
2926081100,66.0,67.0,133.0,157.0,106.0,263.0
2926624831,0.0,3.0,3.0,1.0,26.0,27.0
2929776273,0.0,2.0,2.0,1.0,13.0,14.0
2933172410,8.0,0.0,8.0,9.0,69.0,78.0
2933365044,10.0,2.0,12.0,33.0,64.0,97.0
2935908267,11.0,11.0,22.0,70.0,234.0,304.0
2936564545,822.0,1570.0,2392.0,639.0,36.0,675.0
2937600069,78.0,1.0,79.0,327.0,14.0,341.0
2939446083,207.0,244.0,451.0,4.0,76.0,80.0
2939616751,0.0,1.0,1.0,8.0,5.0,13.0
2940130568,97.0,124.0,221.0,114.0,8.0,122.0
2941522531,32.0,88.0,120.0,134.0,1.0,135.0
2944465921,418.0,239.0,657.0,148.0,5.0,153.0
2947870333,80.0,98.0,178.0,696.0,37.0,733.0
2949364196,416.0,0.0,416.0,53.0,2.0,55.0
2950203162,124.0,21.0,145.0,5.0,6.0,11.0
2950890865,9.0,6.0,15.0,48.0,0.0,48.0
2950922629,2.0,1.0,3.0,4.0,2.0,6.0
2951004653,5.0,2.0,7.0,37.0,1.0,38.0
2953630096,0.0,1.0,1.0,0.0,432.0,432.0
2954082475,7.0,8.0,15.0,99.0,43.0,142.0
2957668675,15.0,2.0,17.0,209.0,27.0,236.0
2957711260,3.0,2.0,5.0,63.0,20.0,83.0
2957949038,40.0,274.0,314.0,3.0,39.0,42.0
2958457158,1.0,12.0,13.0,168.0,28.0,196.0
2958489417,8.0,30.0,38.0,85.0,0.0,85.0
2958493011,90.0,77.0,167.0,72.0,63.0,135.0
2958497047,2.0,1.0,3.0,182.0,4.0,186.0
2958512815,11.0,41.0,52.0,132.0,5.0,137.0
2958517268,9.0,33.0,42.0,169.0,2.0,171.0
2958934747,8.0,27.0,35.0,257.0,0.0,257.0
2958966680,23.0,21.0,44.0,215.0,4.0,219.0
2959059531,2.0,2.0,4.0,54.0,9.0,63.0
2959767873,11.0,0.0,11.0,11.0,25.0,36.0
2961539509,1.0,1.0,2.0,71.0,57.0,128.0
2961862560,10.0,7.0,17.0,4.0,99.0,103.0
2962231435,3.0,0.0,3.0,5.0,0.0,5.0
2964017894,14.0,20.0,34.0,174.0,134.0,308.0
2965067470,2.0,5.0,7.0,17.0,1.0,18.0
2965816024,33.0,2.0,35.0,640.0,56.0,696.0
2965833400,85.0,66.0,151.0,449.0,134.0,583.0
2966838581,10.0,4.0,14.0,13.0,6.0,19.0
2967427975,78.0,33.0,111.0,34.0,0.0,34.0
2967656968,34.0,10.0,44.0,350.0,14.0,364.0
2970414990,143.0,326.0,469.0,524.0,1099.0,1623.0
2970771094,7.0,12.0,19.0,276.0,342.0,618.0
2970816838,3.0,22.0,25.0,21.0,106.0,127.0
2970817573,16.0,52.0,68.0,15.0,25.0,40.0
2970823147,53.0,407.0,460.0,1361.0,2748.0,4109.0
2970823319,3.0,33.0,36.0,6.0,5.0,11.0
2970824623,23.0,26.0,49.0,220.0,218.0,438.0
2970834010,3.0,121.0,124.0,36.0,47.0,83.0
2970843603,45.0,442.0,487.0,166.0,34.0,200.0
2971105707,3.0,304.0,307.0,171.0,215.0,386.0
2971108176,0.0,835.0,835.0,434.0,173.0,607.0
2971108706,53.0,29.0,82.0,52.0,311.0,363.0
2971117107,2.0,55.0,57.0,55.0,77.0,132.0
2971118506,233.0,204.0,437.0,325.0,417.0,742.0
2971120661,74.0,262.0,336.0,260.0,337.0,597.0
2972183405,12.0,1.0,13.0,145.0,3.0,148.0
2972319075,259.0,272.0,531.0,137.0,47.0,184.0
2972343163,156.0,140.0,296.0,335.0,38.0,373.0
2973011621,108.0,101.0,209.0,442.0,246.0,688.0
2973573072,6.0,3.0,9.0,4.0,1.0,5.0
2974666353,266.0,86.0,352.0,1310.0,146.0,1456.0
2974922148,6.0,6.0,12.0,267.0,279.0,546.0
2975829994,5.0,3.0,8.0,19.0,43.0,62.0
2975836797,4.0,45.0,49.0,97.0,57.0,154.0
2975842137,31.0,245.0,276.0,184.0,198.0,382.0
2976012580,4.0,4.0,8.0,254.0,60.0,314.0
2976106239,2227.0,600.0,2827.0,1268.0,0.0,1268.0
2976318527,1.0,1.0,2.0,82.0,2.0,84.0
2977356901,0.0,1.0,1.0,227.0,124.0,351.0
2977963095,132.0,31.0,163.0,178.0,62.0,240.0
2977988551,99.0,168.0,267.0,275.0,498.0,773.0
2978369777,1.0,1.0,2.0,113.0,108.0,221.0
2978702847,31.0,67.0,98.0,58.0,349.0,407.0
2978880129,437.0,1238.0,1675.0,273.0,155.0,428.0
2979146839,1.0,4.0,5.0,1.0,0.0,1.0
2979168546,6.0,14.0,20.0,25.0,14.0,39.0
2979615970,120.0,97.0,217.0,347.0,127.0,474.0
2979954710,3.0,3.0,6.0,669.0,438.0,1107.0
2980666816,8.0,4.0,12.0,12.0,1.0,13.0
2981016143,1.0,1.0,2.0,20.0,4.0,24.0
2981532949,355.0,266.0,621.0,1567.0,458.0,2025.0
2981675508,61.0,49.0,110.0,136.0,4.0,140.0
2981923119,19.0,23.0,42.0,84.0,18.0,102.0
2982400275,3.0,6.0,9.0,44.0,11.0,55.0
2982438384,0.0,6.0,6.0,62.0,21.0,83.0
2982621538,62.0,141.0,203.0,308.0,109.0,417.0
2983172226,1.0,5.0,6.0,1.0,1.0,2.0
2984591304,4.0,13.0,17.0,93.0,83.0,176.0
2984873610,13.0,82.0,95.0,1870.0,490.0,2360.0
2985471045,1666.0,197.0,1863.0,279.0,1590.0,1869.0
2988023874,124.0,91.0,215.0,216.0,0.0,216.0
2988314481,405.0,207.0,612.0,315.0,165.0,480.0
2988982716,5.0,4.0,9.0,4.0,5.0,9.0
2989023598,14.0,69.0,83.0,1.0,1.0,2.0
2989797052,765.0,958.0,1723.0,361.0,224.0,585.0
2990093713,5.0,9.0,14.0,502.0,76.0,578.0
2990261228,31.0,31.0,62.0,140.0,42.0,182.0
2990501630,0.0,5.0,5.0,5.0,13.0,18.0
2990679795,2.0,2.0,4.0,392.0,138.0,530.0
2991406336,0.0,17.0,17.0,25.0,4.0,29.0
2991480772,28.0,119.0,147.0,16.0,436.0,452.0
2993960739,10.0,1.0,11.0,17.0,1.0,18.0
2994031267,7.0,2.0,9.0,4.0,1.0,5.0
2994345609,147.0,153.0,300.0,167.0,87.0,254.0
2994679953,38.0,34.0,72.0,175.0,25.0,200.0
2994753750,1.0,1.0,2.0,57.0,25.0,82.0
2996701782,6.0,5.0,11.0,1.0,1.0,2.0
2997597213,19.0,40.0,59.0,572.0,423.0,995.0
2997640296,67.0,47.0,114.0,57.0,8.0,65.0
2997643146,1092.0,939.0,2031.0,14.0,12.0,26.0
2997700561,116.0,122.0,238.0,382.0,361.0,743.0
2999213690,84.0,62.0,146.0,372.0,201.0,573.0
2999274935,21.0,15.0,36.0,27.0,7.0,34.0
2999563616,6370.0,5046.0,11416.0,272.0,129.0,401.0
3001512474,37.0,7.0,44.0,59.0,2.0,61.0
3001680008,607.0,183.0,790.0,2071.0,113.0,2184.0
3003168258,2639.0,489.0,3128.0,283.0,183.0,466.0
3003577590,96.0,115.0,211.0,244.0,56.0,300.0
3004072776,388.0,50.0,438.0,93.0,62.0,155.0
3004992429,478.0,610.0,1088.0,35.0,197.0,232.0
3005079959,2.0,4.0,6.0,3.0,2.0,5.0
3005889757,231.0,68.0,299.0,56.0,0.0,56.0
3006259704,94.0,13.0,107.0,1.0,1.0,2.0
3006268507,18.0,46.0,64.0,11.0,9.0,20.0
3006630991,1.0,884.0,885.0,21.0,2688.0,2709.0
3007049461,1.0,1.0,2.0,14.0,3.0,17.0
3007061973,64.0,107.0,171.0,32.0,0.0,32.0
3007211626,45.0,51.0,96.0,154.0,69.0,223.0
3007216622,227.0,524.0,751.0,799.0,648.0,1447.0
3009041550,72.0,74.0,146.0,109.0,0.0,109.0
3009733355,114.0,133.0,247.0,661.0,0.0,661.0
3010545410,2061.0,902.0,2963.0,897.0,2055.0,2952.0
3011870485,3.0,2.0,5.0,21.0,19.0,40.0
3012304281,19.0,18.0,37.0,90.0,102.0,192.0
3013750996,165.0,132.0,297.0,34.0,9.0,43.0
3013775126,2389.0,244.0,2633.0,279.0,2207.0,2486.0
3013906937,5437.0,1086.0,6523.0,34.0,2217.0,2251.0
3014568993,1.0,1.0,2.0,63.0,24.0,87.0
3015369730,2.0,13.0,15.0,928.0,4613.0,5541.0
3015520806,2.0,82.0,84.0,102.0,0.0,102.0
3016803016,105.0,105.0,210.0,157.0,0.0,157.0
3016973539,76.0,40.0,116.0,124.0,1.0,125.0
3016974217,84.0,83.0,167.0,122.0,1.0,123.0
3016975870,13.0,95.0,108.0,122.0,2382.0,2504.0
3016978865,85.0,33.0,118.0,135.0,1.0,136.0
3017170831,68.0,78.0,146.0,132.0,10.0,142.0
3017188682,132.0,110.0,242.0,125.0,2.0,127.0
3017190357,0.0,43.0,43.0,152.0,936.0,1088.0
3018281148,45.0,51.0,96.0,199.0,95.0,294.0
3018285768,90.0,146.0,236.0,283.0,178.0,461.0
3018286070,44.0,64.0,108.0,144.0,95.0,239.0
3018823702,802.0,1020.0,1822.0,184.0,2095.0,2279.0
3018920231,69.0,14.0,83.0,5.0,2.0,7.0
3018945300,378.0,183.0,561.0,258.0,38.0,296.0
3019930533,71.0,17.0,88.0,105.0,1.0,106.0
3019933276,58.0,9.0,67.0,89.0,989.0,1078.0
3019935504,17.0,54.0,71.0,116.0,2586.0,2702.0
3019942035,45.0,0.0,45.0,1054.0,988.0,2042.0
3019944984,2647.0,63.0,2710.0,83.0,2585.0,2668.0
3019945406,2632.0,50.0,2682.0,109.0,2585.0,2694.0
3019947988,33.0,64.0,97.0,119.0,0.0,119.0
3019973626,93.0,14.0,107.0,87.0,1.0,88.0
3019997422,150.0,266.0,416.0,575.0,394.0,969.0
3019999747,61.0,17.0,78.0,92.0,1.0,93.0
3020000039,67.0,17.0,84.0,100.0,1.0,101.0
3021061661,335.0,352.0,687.0,1291.0,1255.0,2546.0
3021303840,98.0,99.0,197.0,134.0,75.0,209.0
3021303865,241.0,365.0,606.0,58.0,1219.0,1277.0
3021321434,173.0,438.0,611.0,150.0,52.0,202.0
3021332625,1.0,2.0,3.0,66.0,474.0,540.0
3021791613,143.0,2195.0,2338.0,185.0,773.0,958.0
3022021675,2.0,5.0,7.0,11.0,73.0,84.0
3022371582,13.0,16.0,29.0,1.0,1.0,2.0
3022535793,5.0,310.0,315.0,2.0,327.0,329.0
3022540649,1.0,3.0,4.0,58.0,221.0,279.0
3022543124,0.0,4.0,4.0,9.0,27.0,36.0
3022593895,320.0,631.0,951.0,195.0,566.0,761.0
3023193903,25.0,3.0,28.0,65.0,65.0,130.0
3023248867,169.0,169.0,338.0,240.0,111.0,351.0
3023723466,31.0,46.0,77.0,22.0,13.0,35.0
3024124229,157.0,95.0,252.0,202.0,187.0,389.0
3025434270,1351.0,1541.0,2892.0,85.0,95.0,180.0
3028848405,1.0,1.0,2.0,3.0,3.0,6.0
3029374639,198.0,148.0,346.0,183.0,41.0,224.0
3029881950,4.0,4.0,8.0,172.0,2.0,174.0
3030166725,24.0,2.0,26.0,124.0,24.0,148.0
3031718849,1.0,1.0,2.0,32.0,45.0,77.0
3031898942,0.0,2.0,2.0,220.0,289.0,509.0
3032149893,266.0,3.0,269.0,770.0,770.0,1540.0
3032813632,79.0,77.0,156.0,112.0,32.0,144.0
3034362032,32.0,38.0,70.0,1908.0,1900.0,3808.0
3034601138,19.0,20.0,39.0,76.0,55.0,131.0
3034754393,396.0,121.0,517.0,601.0,346.0,947.0
3034985868,96.0,30.0,126.0,401.0,226.0,627.0
3036314560,2.0,3.0,5.0,25.0,2.0,27.0
3036416301,5.0,3.0,8.0,3.0,1.0,4.0
3036590770,168.0,115.0,283.0,214.0,83.0,297.0
3037528207,1.0,1.0,2.0,5.0,5.0,10.0
3037591048,96.0,37.0,133.0,51.0,6.0,57.0
3038225278,78.0,9.0,87.0,27.0,0.0,27.0
3038284707,61.0,54.0,115.0,34.0,26.0,60.0
3038422233,200.0,188.0,388.0,45.0,6.0,51.0
3038639346,26.0,16.0,42.0,166.0,27.0,193.0
3039626070,186.0,150.0,336.0,176.0,90.0,266.0
3039645274,6.0,6.0,12.0,168.0,96.0,264.0
3040934363,1.0,1.0,2.0,518.0,120.0,638.0
3044855706,67.0,92.0,159.0,104.0,10.0,114.0
3046253270,126.0,92.0,218.0,67.0,10.0,77.0
3046275323,37.0,43.0,80.0,748.0,435.0,1183.0
3046401477,218.0,153.0,371.0,413.0,127.0,540.0
3046447638,3.0,2.0,5.0,4.0,0.0,4.0
3046541869,38.0,114.0,152.0,53.0,2.0,55.0
3046558981,560.0,179.0,739.0,50.0,0.0,50.0
3046897575,67.0,1.0,68.0,131.0,22.0,153.0
3046981078,1.0,1.0,2.0,1.0,1.0,2.0
3047232715,12.0,2.0,14.0,11.0,4.0,15.0
3047627084,6.0,12.0,18.0,343.0,99.0,442.0
3048837078,78.0,59.0,137.0,81.0,33.0,114.0
3048994775,11.0,12.0,23.0,138.0,19.0,157.0
3049325613,10.0,8.0,18.0,24.0,1.0,25.0
3049395641,8.0,1.0,9.0,21.0,12.0,33.0
3049889451,56.0,166.0,222.0,191.0,15.0,206.0
3050253115,110.0,146.0,256.0,253.0,93.0,346.0
3050346044,0.0,6.0,6.0,7.0,1.0,8.0
3050368691,59.0,133.0,192.0,147.0,68.0,215.0
3050423267,186.0,2134.0,2320.0,16.0,1117.0,1133.0
3050441892,88.0,115.0,203.0,312.0,272.0,584.0
3050463039,126.0,76.0,202.0,56.0,16.0,72.0
3050668847,66.0,87.0,153.0,807.0,430.0,1237.0
3052658316,5.0,3.0,8.0,72.0,2.0,74.0
3053938077,3.0,37.0,40.0,246.0,531.0,777.0
3055785853,162.0,77.0,239.0,203.0,181.0,384.0
3056134870,426.0,406.0,832.0,575.0,207.0,782.0
3057663648,636.0,278.0,914.0,869.0,613.0,1482.0
3057698280,5.0,7.0,12.0,172.0,30.0,202.0
3057714463,6.0,5.0,11.0,140.0,15.0,155.0
3057825906,8.0,8.0,16.0,52.0,8.0,60.0
3057846956,1.0,1.0,2.0,153.0,29.0,182.0
3057880405,87.0,159.0,246.0,662.0,340.0,1002.0
3058666010,88.0,32.0,120.0,156.0,42.0,198.0
3058782123,37.0,41.0,78.0,537.0,257.0,794.0
3059314389,27.0,25.0,52.0,36.0,17.0,53.0
3059861704,314.0,192.0,506.0,709.0,166.0,875.0
3060860792,19.0,19.0,38.0,1.0,1.0,2.0
3060998787,413.0,391.0,804.0,177.0,67.0,244.0
3061382481,8.0,23.0,31.0,48.0,16.0,64.0
3061751436,39.0,57.0,96.0,225.0,89.0,314.0
3065205042,201.0,138.0,339.0,79.0,25.0,104.0
3065582542,200.0,212.0,412.0,859.0,86.0,945.0
3065695363,978.0,453.0,1431.0,431.0,0.0,431.0
3066539323,19.0,21.0,40.0,23.0,4.0,27.0
3067433888,20.0,18.0,38.0,249.0,13.0,262.0
3067443431,25.0,12.0,37.0,171.0,146.0,317.0
3067474905,314.0,536.0,850.0,115.0,119.0,234.0
3067478872,22.0,8.0,30.0,68.0,12.0,80.0
3067501266,157.0,119.0,276.0,375.0,12.0,387.0
3067709444,79.0,99.0,178.0,113.0,8.0,121.0
3069585787,17.0,51.0,68.0,528.0,14.0,542.0
3069810383,24.0,24.0,48.0,31.0,3.0,34.0
3070390119,50.0,12.0,62.0,9.0,2.0,11.0
3070437813,2.0,2.0,4.0,36.0,16.0,52.0
3071234740,676.0,347.0,1023.0,1009.0,44.0,1053.0
3071302729,6.0,4.0,10.0,5.0,19.0,24.0
3071401333,1.0,135.0,136.0,1025.0,45.0,1070.0
3071548459,0.0,1.0,1.0,8.0,0.0,8.0
