pr_id,sha,commit_author_type,added_lines,removed_lines,modified_lines
2812399095,754d3efcf114d7ad7e63435f6a1ecd046e52e946,Human,22.0,15.0,37.0
2812399095,83ce2d6962fb889f2102eca31814ecfd5e41f88f,Human,4.0,2.0,6.0
2812399095,89f2a57b604faf5ead88ec56230544f4da375ac6,Human,8.0,3.0,11.0
2812399095,927383b82a97380f8134122cd89f382f2277ab76,Human,4.0,2.0,6.0
2812399095,9d1f515d6dc44de18fa68004af56c9c2050f8ba4,Human,98.0,90.0,188.0
2812399095,ae21fa051cf25d3cde577133f1229483cc8e1693,Human,132.0,9.0,141.0
2812399095,ae94b64fa08f90c068e32b2f643d192dd908c60c,Human,96.0,58.0,154.0
2812399095,b62c875bf504a141958dbc43cc3e8293c93a332e,Human,1.0,1.0,2.0
2812399095,b966f7306d222a534bc65bdabca689721d5ae58f,Agent,38.0,0.0,38.0
2812399095,b9c5a621f4860833f8519ee6b153fbc65953d725,Human,1.0,1.0,2.0
2812399095,c55b36805ddfba2f4858ac819c0cac47e238fb78,Human,3.0,2.0,5.0
2812399095,f0a6efd84ae5872de2934b551a7cd394d6063739,Human,18.0,21.0,39.0
2812399095,f78beda7e3307dce358411acf5c95fb945032dfe,Agent,150.0,23.0,173.0
