pr_id,sha,commit_author_type,added_files,modified_files,removed_files,renamed
2767796873,d9f425f6b9f21eb781be872228ed60c8025c7bda,Human,0.0,16.0,0.0,0.0
2767796873,eacae868de397197d109898dc805bee90f3e48e6,Agent,0.0,1.0,0.0,0.0
2767796873,fd61b586d6fb028ef6304e3f540cf8740408cf47,Human,0.0,14.0,0.0,0.0
2767796873,fe382c7d403a296ffced6ca69a57577971b1bb4d,Agent,0.0,11.0,0.0,0.0
2767838200,3810e73f706338aecf247b768c63d3d5d74944ee,Agent,0.0,1.0,0.0,0.0
2767838200,42d6d6458fcf66d1270aa1ffe8591852329333d5,Agent,0.0,4.0,0.0,0.0
2767838200,4cd82f6175adc3d518fe8f2d0eea61af92bd7880,Agent,0.0,2.0,0.0,0.0
2767838200,c8d16b3f91a26bab0351ce4cbae23b7e555c6336,Agent,0.0,2.0,0.0,0.0
2767838200,d139f908d1efca3a821d5d3fcde88c7f65b949b3,Agent,0.0,4.0,0.0,0.0
2767950239,46d20986930f79af0a039576c606b4424ac6bb59,Agent,1.0,1.0,0.0,0.0
2767960820,cea928cce3414b50c81d6642468c1f7afb8ba4eb,Agent,0.0,1.0,0.0,0.0
2768448959,4554ec7cf0e300a2930a5b8cff8f583f065aaed7,Agent,0.0,5.0,0.0,0.0
2768454422,f52a86b7497ed5130dd69d66065bef7b3a510a69,Agent,0.0,1.0,0.0,0.0
